  0.5684867E+00  0.7470308E-16  0.2542809E-01  0.6164937E-16
  0.7515938E-16  0.1700976E+01  0.1072832E-15 -0.1576691E-01
  0.2542809E-01  0.6164937E-16  0.5684867E+00  0.7470308E-16
  0.1072832E-15 -0.1576691E-01  0.7515938E-16  0.1700976E+01
