   0     1     0    -1    -1     -0.30587000         -0.70703112E-15      0.57964143         -0.55941300          0.11560382E-15     -0.28151128          0.72522877E-16      0.37423428E-01     -0.26468886E-16     -0.81738414E-16 
   0     1     1    -1    -1     -0.85667373E-16      0.43440711E-01      0.11750623E-15     -0.48637021E-16      0.22907788          0.12561044E-15      0.54135207         -0.74871583E-14      0.31739813          0.61335245     
   0     1     2    -1    -1     -0.46729207E-01     -0.64188728E-16      0.76941175E-01     -0.56505354E-01      0.21003095E-15      0.10671050E-01      0.67511253E-15      0.68317153E-03      0.49047361E-15      0.89876271E-15 
   0     1     3    -1    -1     -0.61430289E-16      0.11231475E-01      0.32116504E-15     -0.20760813E-15      0.41883111E-01     -0.82277810E-16      0.66883522E-01     -0.10324138E-14      0.39098036E-01      0.65730783E-01 
   1     1     0    -1    -1      0.16660525          0.36980471E-15     -0.27908674          0.23350516          0.20443057E-16      0.61563089E-01      0.62173138E-15      0.96161954E-01      0.88877031E-15      0.47369540E-15 
   1     1     1    -1    -1     -0.19874277E-15     -0.29588036E-01     -0.77429563E-16      0.14074044E-15     -0.11774615         -0.13747722E-15     -0.20395515          0.31344119E-14     -0.14137763         -0.21808937     
   1     1     2    -1    -1      0.33365880E-01      0.45601215E-16     -0.50182892E-01      0.32025837E-01     -0.11615746E-15     -0.13696765E-01     -0.31522414E-15      0.93669874E-02     -0.18675923E-15     -0.43911397E-15 
   1     1     3    -1    -1      0.11043316E-15     -0.88829118E-02     -0.25382168E-15      0.19818847E-15     -0.29501335E-01      0.31191144E-16     -0.37750665E-01      0.59435874E-15     -0.25655176E-01     -0.35143564E-01 
   0     0     0    -1     1     -0.56070041          0.65180401         -0.44899505E-15      0.32903430          0.78694655E-15      0.59203067E-15      0.76388500E-01      0.26868389         -0.25645070          0.18932781E-14 
   0     0     1    -1     1      0.47639481E-16     -0.76602681E-15      0.25291122          0.58823874E-15      0.61293599          0.60527903          0.12755287E-15      0.23590011E-15      0.15186176E-15     -0.24621944     
   0     0     2    -1     1     -0.10652708          0.88862007E-01      0.22669796E-16     -0.12222690E-01     -0.12270782E-15     -0.43917990E-15      0.12705704         -0.35492107E-01      0.11516766         -0.41540539E-15 
   0     0     3    -1     1     -0.14698078E-15     -0.15628878E-15      0.62919998E-01     -0.67625860E-16      0.11265966          0.87547015E-01      0.14518673E-15     -0.33332182E-15     -0.10381027E-15      0.85748961E-02 
   1     0     0    -1     1      0.21703088         -0.25007071          0.12824338E-15     -0.14106132          0.16389076E-15      0.86553112E-15      0.37019532          0.64298428         -0.54196138          0.55410451E-14 
   1     0     1    -1     1     -0.68764750E-16      0.36199787E-15     -0.93766498E-01      0.10737211E-15     -0.19996686         -0.20229218         -0.73902916E-15     -0.22614693E-15      0.10397878E-14      0.99909406E-01 
   1     0     2    -1     1      0.50536813E-01     -0.41858296E-01     -0.47882036E-16      0.16309385E-02      0.80625391E-16      0.12754828E-15     -0.20455770E-01      0.48832898E-01     -0.65812333E-01      0.39493234E-15 
   1     0     3    -1     1      0.96785398E-16      0.25197656E-16     -0.31192575E-01     -0.23081925E-16     -0.51625365E-01     -0.41359534E-01     -0.29759969E-16      0.20314014E-15      0.61074873E-16      0.87502645E-03 
   0     0     0     1    -1      0.56070041          0.65180401          0.21652332E-14     -0.32903430         -0.53057593E-15      0.81884576E-15      0.76388500E-01     -0.26868389         -0.25645070          0.89407735E-15 
   0     0     1     1    -1     -0.49606550E-15     -0.54542414E-15      0.25291122          0.15337618E-14     -0.61293599          0.60527903         -0.84572839E-15     -0.58958311E-16      0.17528646E-14      0.24621944     
   0     0     2     1    -1      0.10652708          0.88862007E-01      0.18052963E-15      0.12222690E-01     -0.10536058E-15      0.33320572E-15      0.12705704          0.35492107E-01      0.11516766         -0.12792977E-14 
   0     0     3     1    -1     -0.12103400E-15     -0.69225268E-16      0.62919998E-01      0.58084881E-16     -0.11265966          0.87547015E-01     -0.48042218E-16     -0.15791283E-16     -0.17374549E-15     -0.85748961E-02 
   1     0     0     1    -1     -0.21703088         -0.25007071         -0.99585744E-15      0.14106132         -0.20473798E-15      0.71783568E-15      0.37019532         -0.64298428         -0.54196138          0.16340141E-14 
   1     0     1     1    -1      0.16525874E-15      0.32972312E-15     -0.93766498E-01     -0.76895228E-15      0.19996686         -0.20229218          0.11154642E-14      0.10058509E-14     -0.96606210E-15     -0.99909406E-01 
   1     0     2     1    -1     -0.50536813E-01     -0.41858296E-01     -0.66096633E-16     -0.16309385E-02      0.42975582E-17      0.13470401E-15     -0.20455770E-01     -0.48832898E-01     -0.65812333E-01      0.41921847E-15 
   1     0     3     1    -1      0.15537947E-16     -0.21728209E-16     -0.31192575E-01     -0.10442025E-15      0.51625365E-01     -0.41359534E-01      0.14772117E-15      0.12255419E-15     -0.10964713E-15     -0.87502645E-03 
   0    -1     0     1     1     -0.30587000          0.60961089E-15     -0.57964143         -0.55941300         -0.81777085E-15      0.28151128          0.29739542E-15      0.37423428E-01      0.91256112E-15     -0.25988319E-15 
   0    -1     1     1     1     -0.52461371E-16     -0.43440711E-01     -0.14198451E-15     -0.14779733E-15      0.22907788          0.52987355E-15     -0.54135207          0.38729510E-14     -0.31739813          0.61335245     
   0    -1     2     1     1     -0.46729207E-01      0.14116838E-16     -0.76941175E-01     -0.56505354E-01      0.27478559E-15     -0.10671050E-01     -0.75268446E-15      0.68317153E-03      0.12486967E-15      0.86687944E-15 
