  0.1178947E+01  0.1224584E-15 -0.2061336E+00 -0.9808381E-15  0.6131942E+00 -0.1025349E-15  0.1256227E+00  0.6565691E-15 -0.1036718E+00 -0.1040941E+00 -0.7623769E-01 -0.5260580E-01  0.1308252E-01  0.3007877E-01  0.3348315E-01  0.2815800E-01  0.1036718E+00 -0.1040941E+00  0.7623769E-01 -0.5260580E-01 -0.1308252E-01  0.3007877E-01 -0.3348315E-01  0.2815800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8928412E-16  0.2249585E+01 -0.1206237E-14 -0.2737743E+00 -0.2916584E-15  0.4790155E+00  0.8078997E-15  0.1430870E+00 -0.3318959E-01 -0.8074259E-01 -0.8892115E-01 -0.7257791E-01 -0.1350524E-01 -0.3633711E-03  0.1937558E-01  0.2634184E-01 -0.3318959E-01  0.8074259E-01 -0.8892115E-01  0.7257791E-01 -0.1350524E-01  0.3633711E-03  0.1937558E-01 -0.2634184E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 -0.2061336E+00 -0.4535025E-15  0.3527860E+01 -0.2330436E-14  0.1256227E+00  0.3910536E-15  0.4365791E+00  0.1773943E-14 -0.2894895E-01 -0.5376228E-01 -0.8302996E-01 -0.8870220E-01 -0.2885016E-03 -0.4652628E-02  0.5297019E-02  0.2084249E-01  0.2894895E-01 -0.5376228E-01  0.8302996E-01 -0.8870220E-01  0.2885016E-03 -0.4652628E-02 -0.5297019E-02  0.2084249E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 -0.1150621E-14 -0.2737743E+00 -0.2076211E-14  0.5100838E+01  0.9001524E-15  0.1430870E+00  0.1564274E-14  0.4039938E+00 -0.1663140E-01 -0.3683252E-01 -0.5733816E-01 -0.7885432E-01 -0.1121777E-02 -0.2127741E-02 -0.3204671E-02  0.5878333E-02 -0.1663140E-01  0.3683252E-01 -0.5733816E-01  0.7885432E-01 -0.1121777E-02  0.2127741E-02 -0.3204671E-02 -0.5878333E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.6131942E+00 -0.1025349E-15  0.1256227E+00  0.6565691E-15  0.2277493E+01  0.6106005E-16 -0.1794952E+00 -0.1353848E-14  0.7066965E-01  0.7301235E-01  0.6005695E-01  0.4791942E-01 -0.6158180E-01 -0.6591860E-01 -0.5062545E-01 -0.3736155E-01 -0.7066965E-01  0.7301235E-01 -0.6005695E-01  0.4791942E-01  0.6158180E-01 -0.6591860E-01  0.5062545E-01 -0.3736155E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 -0.2916584E-15  0.4790155E+00  0.8078997E-15  0.1430870E+00  0.6711230E-15  0.3363434E+01 -0.7429918E-15 -0.2296068E+00  0.2581912E-01  0.5617567E-01  0.6204485E-01  0.5584757E-01 -0.1654504E-01 -0.4966710E-01 -0.5843921E-01 -0.4843217E-01  0.2581912E-01 -0.5617567E-01  0.6204485E-01 -0.5584757E-01 -0.1654504E-01  0.4966710E-01 -0.5843921E-01  0.4843217E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1256227E+00  0.3910536E-15  0.4365791E+00  0.1773943E-14 -0.1794952E+00 -0.2093347E-15  0.4660362E+01 -0.1446450E-14  0.2740984E-01  0.4556457E-01  0.6241612E-01  0.6545676E-01 -0.1394889E-01 -0.3001760E-01 -0.5377307E-01 -0.6089189E-01 -0.2740984E-01  0.4556457E-01 -0.6241612E-01  0.6545676E-01  0.1394889E-01 -0.3001760E-01  0.5377307E-01 -0.6089189E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9001524E-15  0.1430870E+00  0.1564274E-14  0.4039938E+00 -0.1830426E-14 -0.2296068E+00 -0.1845001E-14  0.6253883E+01  0.1411258E-01  0.3273927E-01  0.4823506E-01  0.6049845E-01 -0.6375688E-02 -0.1698001E-01 -0.3201906E-01 -0.5143028E-01  0.1411258E-01 -0.3273927E-01  0.4823506E-01 -0.6049845E-01 -0.6375688E-02  0.1698001E-01 -0.3201906E-01  0.5143028E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 -0.1036718E+00 -0.3318959E-01 -0.2894895E-01 -0.1663140E-01  0.7066965E-01  0.2581912E-01  0.2740984E-01  0.1411258E-01  0.7750077E+00  0.3417691E-15 -0.2485454E+00 -0.1226568E-15  0.4683872E+00 -0.2820952E-15  0.1116512E+00  0.1753538E-15  0.2796739E-01  0.4747090E-16  0.1651734E-01 -0.1250678E-16 -0.1115056E-01 -0.1468509E-16 -0.9790688E-02 -0.3377466E-16 -0.1036718E+00  0.3318959E-01 -0.2894895E-01  0.1663140E-01  0.7066965E-01 -0.2581912E-01  0.2740984E-01 -0.1411258E-01
 -0.1040941E+00 -0.8074259E-01 -0.5376228E-01 -0.3683252E-01  0.7301235E-01  0.5617567E-01  0.4556457E-01  0.3273927E-01  0.2441208E-15  0.1702987E+01  0.1650477E-15 -0.3758889E+00 -0.2875201E-15  0.4009108E+00 -0.2200635E-15  0.1610915E+00  0.2951903E-16 -0.1700533E-01  0.2626411E-16 -0.1999927E-02  0.6946939E-17  0.9622251E-02  0.1606905E-16  0.3056959E-02  0.1040941E+00 -0.8074259E-01  0.5376228E-01 -0.3683252E-01 -0.7301235E-01  0.5617567E-01 -0.4556457E-01  0.3273927E-01
 -0.7623769E-01 -0.8892115E-01 -0.8302996E-01 -0.5733816E-01  0.6005695E-01  0.6204485E-01  0.6241612E-01  0.4823506E-01 -0.2485454E+00  0.1184958E-15  0.2904405E+01 -0.5103202E-16  0.1116512E+00 -0.1862076E-15  0.3903821E+00  0.1247449E-15  0.1651734E-01 -0.1295237E-16  0.1011797E-02  0.3519405E-16 -0.9790688E-02  0.2929580E-16 -0.2331121E-02 -0.2943292E-16 -0.7623769E-01  0.8892115E-01 -0.8302996E-01  0.5733816E-01  0.6005695E-01 -0.6204485E-01  0.6241612E-01 -0.4823506E-01
 -0.5260580E-01 -0.7257791E-01 -0.8870220E-01 -0.7885432E-01  0.4791942E-01  0.5584757E-01  0.6545676E-01  0.6049845E-01 -0.1659274E-15 -0.3758889E+00 -0.6804269E-16  0.4410929E+01  0.1860295E-15  0.1610915E+00  0.8505336E-16  0.3930468E+00  0.4026830E-16 -0.1999927E-02  0.3029719E-16 -0.4991950E-02 -0.3877894E-16  0.3056959E-02 -0.3969757E-17  0.2760287E-02  0.5260580E-01 -0.7257791E-01  0.8870220E-01 -0.7885432E-01 -0.4791942E-01  0.5584757E-01 -0.6545676E-01  0.6049845E-01
