  0.1114694E+01  0.7235863E-15  0.6205484E+00 -0.8590501E-15 -0.1038075E+00 -0.1060136E+00  0.1336350E-01  0.3037511E-01  0.1038075E+00 -0.1060136E+00 -0.1336350E-01  0.3037511E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4791341E-15  0.2218757E+01 -0.6033677E-15  0.4874880E+00 -0.3480682E-01 -0.8251608E-01 -0.1292899E-01  0.4710109E-03 -0.3480682E-01  0.8251608E-01 -0.1292899E-01 -0.4710109E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.6205484E+00 -0.8590501E-15  0.2210421E+01  0.1313225E-14  0.7050877E-01  0.7413040E-01 -0.6141456E-01 -0.6666973E-01 -0.7050877E-01  0.7413040E-01  0.6141456E-01 -0.6666973E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 -0.6033677E-15  0.4874880E+00  0.2130679E-14  0.3328057E+01  0.2722923E-01  0.5787982E-01 -0.1776475E-01 -0.5082330E-01  0.2722923E-01 -0.5787982E-01 -0.1776475E-01  0.5082330E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 -0.1038075E+00 -0.3480682E-01  0.7050877E-01  0.2722923E-01  0.7277316E+00  0.2340858E-15  0.4690031E+00 -0.2689497E-15  0.2767423E-01  0.8133708E-17 -0.1083708E-01  0.2698974E-16 -0.1038075E+00  0.3480682E-01  0.7050877E-01 -0.2722923E-01
 -0.1060136E+00 -0.8251608E-01  0.7413040E-01  0.5787982E-01  0.1593776E-15  0.1681191E+01 -0.1494165E-15  0.4051579E+00  0.3617694E-16 -0.1687682E-01 -0.6998535E-17  0.9340694E-02  0.1060136E+00 -0.8251608E-01 -0.7413040E-01  0.5787982E-01
  0.1336350E-01 -0.1292899E-01 -0.6141456E-01 -0.1776475E-01  0.4690031E+00 -0.2689497E-15  0.1765504E+01  0.2191442E-15 -0.1083708E-01  0.2698974E-16  0.1173775E-01 -0.2996090E-17  0.1336350E-01  0.1292899E-01 -0.6141456E-01  0.1776475E-01
  0.3037511E-01  0.4710109E-03 -0.6666973E-01 -0.5082330E-01 -0.1494165E-15  0.4051579E+00  0.3585995E-15  0.2799367E+01 -0.6998535E-17  0.9340694E-02 -0.5083744E-17 -0.6522764E-02 -0.3037511E-01  0.4710109E-03  0.6666973E-01 -0.5082330E-01
  0.1038075E+00 -0.3480682E-01 -0.7050877E-01  0.2722923E-01  0.2767423E-01  0.8133708E-17 -0.1083708E-01  0.2698974E-16  0.7277316E+00  0.2340858E-15  0.4690031E+00 -0.2689497E-15  0.1038075E+00  0.3480682E-01 -0.7050877E-01 -0.2722923E-01
 -0.1060136E+00  0.8251608E-01  0.7413040E-01 -0.5787982E-01  0.3617694E-16 -0.1687682E-01 -0.6998535E-17  0.9340694E-02  0.1593776E-15  0.1681191E+01 -0.1494165E-15  0.4051579E+00  0.1060136E+00  0.8251608E-01 -0.7413040E-01 -0.5787982E-01
 -0.1336350E-01 -0.1292899E-01  0.6141456E-01 -0.1776475E-01 -0.1083708E-01  0.2698974E-16  0.1173775E-01 -0.2996090E-17  0.4690031E+00 -0.2689497E-15  0.1765504E+01  0.2191442E-15 -0.1336350E-01  0.1292899E-01  0.6141456E-01  0.1776475E-01
  0.3037511E-01 -0.4710109E-03 -0.6666973E-01  0.5082330E-01 -0.6998535E-17  0.9340694E-02 -0.5083744E-17 -0.6522764E-02 -0.1494165E-15  0.4051579E+00  0.3585995E-15  0.2799367E+01 -0.3037511E-01 -0.4710109E-03  0.6666973E-01  0.5082330E-01
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1038075E+00  0.1060136E+00  0.1336350E-01 -0.3037511E-01  0.1038075E+00  0.1060136E+00 -0.1336350E-01 -0.3037511E-01  0.1114694E+01  0.7235863E-15  0.6205484E+00 -0.8590501E-15
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.3480682E-01 -0.8251608E-01  0.1292899E-01  0.4710109E-03  0.3480682E-01  0.8251608E-01  0.1292899E-01 -0.4710109E-03  0.4791341E-15  0.2218757E+01 -0.6033677E-15  0.4874880E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.7050877E-01 -0.7413040E-01 -0.6141456E-01  0.6666973E-01 -0.7050877E-01 -0.7413040E-01  0.6141456E-01  0.6666973E-01  0.6205484E+00 -0.8590501E-15  0.2210421E+01  0.1313225E-14
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.2722923E-01  0.5787982E-01  0.1776475E-01 -0.5082330E-01 -0.2722923E-01 -0.5787982E-01  0.1776475E-01  0.5082330E-01 -0.6033677E-15  0.4874880E+00  0.2130679E-14  0.3328057E+01
